league,season,match_id,isResult,home_id,home_team,home_abbr,away_id,away_team,away_abbr,home_goals,away_goals,home_xG,away_xG,datetime,forecast_win,forecast_draw,forecast_loss
EPL,2021/2022,16543,TRUE,80,Chelsea,CHE,72,Everton,EVE,1,1,3.20239,0.627528,2021-12-16 19:45:00,0.9086,0.0747,0.0167
EPL,2021/2022,16544,TRUE,87,Liverpool,LIV,86,Newcastle United,NEW,3,1,2.93912,0.2064,2021-12-16 20:00:00,0.9714,0.0264,0.0022
EPL,2021/2022,16548,TRUE,245,Leeds,LED,83,Arsenal,ARS,1,4,1.31408,3.69008,2021-12-18 17:30:00,0.0393,0.0919,0.8688
EPL,2021/2022,16555,TRUE,229,Wolverhampton Wanderers,WOL,80,Chelsea,CHE,0,0,0.321371,0.793952,2021-12-19 14:00:00,0.1252,0.4072,0.4676
EPL,2021/2022,16550,TRUE,86,Newcastle United,NEW,88,Manchester City,MCI,0,4,0.174208,3.64686,2021-12-19 14:15:00,4e-4,0.0108,0.9888
EPL,2021/2022,16552,TRUE,82,Tottenham,TOT,87,Liverpool,LIV,2,2,2.79777,1.54944,2021-12-19 16:30:00,0.6918,0.1901,0.1181
EPL,2021/2022,16560,TRUE,88,Manchester City,MCI,75,Leicester,LEI,6,3,3.82869,2.43425,2021-12-26 15:00:00,0.7058,0.1626,0.1316
EPL,2021/2022,16562,TRUE,79,Norwich,NOR,83,Arsenal,ARS,0,5,0.154212,2.87539,2021-12-26 15:00:00,0.0023,0.0273,0.9704
EPL,2021/2022,16563,TRUE,82,Tottenham,TOT,78,Crystal Palace,CRY,3,0,2.82148,0.178324,2021-12-26 15:00:00,0.9536,0.0398,0.0066
EPL,2021/2022,16564,TRUE,81,West Ham,WHU,74,Southampton,SOU,2,3,1.53745,1.35643,2021-12-26 15:00:00,0.4011,0.312,0.2869
EPL,2021/2022,16556,TRUE,71,Aston Villa,AVL,80,Chelsea,CHE,1,3,0.474029,2.8285,2021-12-26 17:30:00,0.0139,0.0557,0.9304
EPL,2021/2022,16557,TRUE,220,Brighton,BRI,244,Brentford,BRE,2,0,0.943363,1.10342,2021-12-26 20:00:00,0.2916,0.3151,0.3933
EPL,2021/2022,16561,TRUE,86,Newcastle United,NEW,89,Manchester United,MUN,1,1,1.26586,1.75587,2021-12-27 20:00:00,0.232,0.2848,0.4832
EPL,2021/2022,16569,TRUE,90,Watford,WAT,81,West Ham,WHU,1,4,1.0143,2.84084,2021-12-28 15:00:00,0.0603,0.121,0.8187
EPL,2021/2022,16570,TRUE,78,Crystal Palace,CRY,79,Norwich,NOR,3,0,2.38978,0.594134,2021-12-28 15:00:00,0.8296,0.1241,0.0463
EPL,2021/2022,16575,TRUE,74,Southampton,SOU,82,Tottenham,TOT,1,1,0.353043,2.80917,2021-12-28 15:00:00,0.0137,0.062,0.9243
EPL,2021/2022,16573,TRUE,75,Leicester,LEI,87,Liverpool,LIV,1,0,0.615892,2.72682,2021-12-28 20:00:00,0.0217,0.0898,0.8885
EPL,2021/2022,16568,TRUE,80,Chelsea,CHE,220,Brighton,BRI,1,1,0.763458,0.78663,2021-12-29 19:30:00,0.3109,0.3696,0.3195
EPL,2021/2022,16567,TRUE,244,Brentford,BRE,88,Manchester City,MCI,0,1,0.238829,1.01763,2021-12-29 20:15:00,0.0672,0.2944,0.6384
EPL,2021/2022,16574,TRUE,89,Manchester United,MUN,92,Burnley,BUR,3,1,1.80776,0.871738,2021-12-30 20:15:00,0.6178,0.2285,0.1537
EPL,2021/2022,16576,TRUE,83,Arsenal,ARS,88,Manchester City,MCI,1,2,0.836949,1.94623,2022-01-01 12:30:00,0.0951,0.2126,0.6923
EPL,2021/2022,16585,TRUE,90,Watford,WAT,82,Tottenham,TOT,0,1,0.303514,1.93752,2022-01-01 15:00:00,0.0346,0.1376,0.8278
EPL,2021/2022,16579,TRUE,78,Crystal Palace,CRY,81,West Ham,WHU,2,3,2.69204,2.2314600000000002,2022-01-01 17:30:00,0.4861,0.2291,0.2848
EPL,2021/2022,16577,TRUE,244,Brentford,BRE,71,Aston Villa,AVL,2,1,0.501329,1.13821,2022-01-02 14:00:00,0.1502,0.318,0.5318
EPL,2021/2022,16580,TRUE,72,Everton,EVE,220,Brighton,BRI,2,3,1.82698,1.48397,2022-01-02 14:00:00,0.4435,0.2906,0.2659
EPL,2021/2022,16581,TRUE,245,Leeds,LED,92,Burnley,BUR,3,1,2.04186,0.960493,2022-01-02 14:00:00,0.642,0.2279,0.1301
EPL,2021/2022,16578,TRUE,80,Chelsea,CHE,87,Liverpool,LIV,2,2,1.389,1.78897,2022-01-02 16:30:00,0.26,0.2659,0.4741
EPL,2021/2022,16583,TRUE,89,Manchester United,MUN,229,Wolverhampton Wanderers,WOL,0,1,0.768752,0.840925,2022-01-03 17:30:00,0.2979,0.3534,0.3487
EPL,2021/2022,16551,TRUE,74,Southampton,SOU,244,Brentford,BRE,4,1,1.59306,0.621466,2022-01-11 21:45:00,0.6476,0.2451,0.1073
EPL,2021/2022,16554,TRUE,81,West Ham,WHU,79,Norwich,NOR,2,0,2.89217,0.343347,2022-01-12 21:45:00,0.9379,0.0507,0.0114
EPL,2021/2022,16587,TRUE,220,Brighton,BRI,78,Crystal Palace,CRY,1,1,2.18053,0.509681,2022-01-14 20:00:00,0.8253,0.1462,0.0285
EPL,2021/2022,16590,TRUE,88,Manchester City,MCI,80,Chelsea,CHE,1,0,0.901703,0.613757,2022-01-15 12:30:00,0.3931,0.3805,0.2264
EPL,2021/2022,16591,TRUE,86,Newcastle United,NEW,90,Watford,WAT,1,1,1.03855,1.49623,2022-01-15 15:00:00,0.245,0.2696,0.4854
EPL,2021/2022,16592,TRUE,79,Norwich,NOR,72,Everton,EVE,2,1,1.00153,0.541027,2022-01-15 15:00:00,0.5033,0.3336,0.1631
EPL,2021/2022,16595,TRUE,229,Wolverhampton Wanderers,WOL,74,Southampton,SOU,3,1,2.29917,0.91728,2022-01-15 15:00:00,0.763,0.1674,0.0696
EPL,2021/2022,16586,TRUE,71,Aston Villa,AVL,89,Manchester United,MUN,2,2,1.82784,1.35378,2022-01-15 17:30:00,0.4953,0.2638,0.2409
EPL,2021/2022,16589,TRUE,87,Liverpool,LIV,244,Brentford,BRE,3,0,3.49099,0.376656,2022-01-16 14:00:00,0.9546,0.0376,0.0078
EPL,2021/2022,16594,TRUE,81,West Ham,WHU,245,Leeds,LED,2,3,2.3549,2.26884,2022-01-16 14:00:00,0.3868,0.2689,0.3443
EPL,2021/2022,16607,TRUE,220,Brighton,BRI,80,Chelsea,CHE,1,1,0.747557,0.572994,2022-01-18 09:45:00,0.3731,0.382,0.2449
EPL,2021/2022,16540,TRUE,75,Leicester,LEI,82,Tottenham,TOT,2,3,1.95031,4.24711,2022-01-19 19:30:00,0.0659,0.1079,0.8262
EPL,2021/2022,16537,TRUE,244,Brentford,BRE,89,Manchester United,MUN,1,3,2.081,2.05969,2022-01-19 20:00:00,0.3775,0.2449,0.3776
EPL,2021/2022,16605,TRUE,90,Watford,WAT,79,Norwich,NOR,0,3,1.30606,0.925212,2022-01-21 20:00:00,0.4434,0.3179,0.2387
EPL,2021/2022,16600,TRUE,72,Everton,EVE,71,Aston Villa,AVL,0,1,1.2384,0.860245,2022-01-22 12:30:00,0.453,0.3178,0.2292
EPL,2021/2022,16597,TRUE,244,Brentford,BRE,229,Wolverhampton Wanderers,WOL,1,2,0.742573,0.218211,2022-01-22 15:00:00,0.4573,0.444,0.0987
EPL,2021/2022,16601,TRUE,245,Leeds,LED,86,Newcastle United,NEW,0,1,1.12992,1.15904,2022-01-22 15:00:00,0.3454,0.3061,0.3485
EPL,2021/2022,16603,TRUE,89,Manchester United,MUN,81,West Ham,WHU,1,0,1.75857,0.238027,2022-01-22 15:00:00,0.876,0.11,0.014
EPL,2021/2022,16604,TRUE,74,Southampton,SOU,88,Manchester City,MCI,1,1,1.0022200000000001,1.62907,2022-01-22 17:30:00,0.1829,0.298,0.5191
EPL,2021/2022,16596,TRUE,83,Arsenal,ARS,92,Burnley,BUR,0,0,1.35507,0.388963,2022-01-23 14:00:00,0.6339,0.2698,0.0963
EPL,2021/2022,16599,TRUE,78,Crystal Palace,CRY,87,Liverpool,LIV,1,3,1.62615,1.49697,2022-01-23 14:00:00,0.3937,0.2946,0.3117
EPL,2021/2022,16602,TRUE,75,Leicester,LEI,220,Brighton,BRI,1,1,1.70979,1.1973800000000001,2022-01-23 14:00:00,0.5104,0.2678,0.2218
EPL,2021/2022,16598,TRUE,80,Chelsea,CHE,82,Tottenham,TOT,2,0,1.04212,0.328818,2022-01-23 16:30:00,0.5568,0.3318,0.1114
EPL,2021/2022,16539,TRUE,92,Burnley,BUR,90,Watford,WAT,0,0,0.765905,0.933965,2022-02-05 18:00:00,0.2769,0.346,0.3771
EPL,2021/2022,16610,TRUE,81,West Ham,WHU,90,Watford,WAT,1,0,0.905143,0.335474,2022-02-08 19:45:00,0.533,0.3591,0.1079
EPL,2021/2022,16612,TRUE,86,Newcastle United,NEW,72,Everton,EVE,3,1,2.68732,0.823607,2022-02-08 19:45:00,0.8331,0.1233,0.0436
EPL,2021/2022,16608,TRUE,92,Burnley,BUR,89,Manchester United,MUN,1,1,0.772721,1.8338699999999999,2022-02-08 20:00:00,0.1167,0.2366,0.6467
EPL,2021/2022,16609,TRUE,79,Norwich,NOR,78,Crystal Palace,CRY,1,1,0.296411,1.22883,2022-02-09 19:45:00,0.0558,0.2461,0.6981
EPL,2021/2022,16613,TRUE,82,Tottenham,TOT,74,Southampton,SOU,2,3,1.74286,1.73293,2022-02-09 19:45:00,0.3729,0.2694,0.3577
EPL,2021/2022,16615,TRUE,88,Manchester City,MCI,244,Brentford,BRE,2,0,1.9824600000000001,0.461305,2022-02-09 19:45:00,0.7981,0.1558,0.0461
EPL,2021/2022,16606,TRUE,71,Aston Villa,AVL,245,Leeds,LED,3,3,1.5013,2.52914,2022-02-09 20:00:00,0.1454,0.2112,0.6434
EPL,2021/2022,16611,TRUE,229,Wolverhampton Wanderers,WOL,83,Arsenal,ARS,0,1,0.641359,1.45247,2022-02-10 19:45:00,0.104,0.2477,0.6483
EPL,2021/2022,16614,TRUE,87,Liverpool,LIV,75,Leicester,LEI,2,0,2.72997,0.544954,2022-02-10 19:45:00,0.8752,0.0992,0.0256
EPL,2021/2022,16621,TRUE,89,Manchester United,MUN,74,Southampton,SOU,1,1,2.99207,0.677386,2022-02-12 12:30:00,0.9063,0.0701,0.0236
EPL,2021/2022,16616,TRUE,244,Brentford,BRE,78,Crystal Palace,CRY,0,0,1.97576,0.49802,2022-02-12 15:00:00,0.8021,0.1551,0.0428
EPL,2021/2022,16619,TRUE,72,Everton,EVE,245,Leeds,LED,3,0,2.58561,0.242668,2022-02-12 15:00:00,0.938,0.053900000000000003,0.0081
EPL,2021/2022,16625,TRUE,90,Watford,WAT,220,Brighton,BRI,0,2,0.532979,1.80456,2022-02-12 15:00:00,0.0579,0.1835,0.7586
EPL,2021/2022,16623,TRUE,79,Norwich,NOR,88,Manchester City,MCI,0,4,0.356755,4.44653,2022-02-12 17:30:00,8e-4,0.0051,0.9941
EPL,2021/2022,16617,TRUE,92,Burnley,BUR,87,Liverpool,LIV,0,1,1.16081,1.95722,2022-02-13 14:00:00,0.1124,0.2695,0.6181
EPL,2021/2022,16622,TRUE,86,Newcastle United,NEW,71,Aston Villa,AVL,1,0,0.527571,0.455206,2022-02-13 14:00:00,0.2938,0.4633,0.2429
EPL,2021/2022,16624,TRUE,82,Tottenham,TOT,229,Wolverhampton Wanderers,WOL,0,2,0.838197,1.87026,2022-02-13 14:00:00,0.1087,0.2126,0.6787
EPL,2021/2022,16620,TRUE,75,Leicester,LEI,81,West Ham,WHU,2,2,1.40693,0.745068,2022-02-13 16:30:00,0.5533,0.2898,0.1569
EPL,2021/2022,16549,TRUE,89,Manchester United,MUN,220,Brighton,BRI,2,0,2.74936,1.26179,2022-02-15 20:15:00,0.7164,0.1755,0.1081
EPL,2021/2022,16634,TRUE,81,West Ham,WHU,86,Newcastle United,NEW,1,1,0.847948,0.932574,2022-02-19 12:30:00,0.3023,0.3338,0.3639
EPL,2021/2022,16626,TRUE,83,Arsenal,ARS,244,Brentford,BRE,2,1,1.52247,0.640726,2022-02-19 15:00:00,0.5994,0.2707,0.1299
EPL,2021/2022,16627,TRUE,71,Aston Villa,AVL,90,Watford,WAT,0,1,1.0267,1.82051,2022-02-19 15:00:00,0.1601,0.2347,0.6052
EPL,2021/2022,16628,TRUE,220,Brighton,BRI,92,Burnley,BUR,0,3,0.44587,0.821228,2022-02-19 15:00:00,0.1732,0.3904,0.4364
EPL,2021/2022,16629,TRUE,78,Crystal Palace,CRY,80,Chelsea,CHE,0,1,0.624023,1.1233900000000001,2022-02-19 15:00:00,0.1768,0.3128,0.5104
EPL,2021/2022,16631,TRUE,87,Liverpool,LIV,79,Norwich,NOR,3,1,3.15449,0.66975,2022-02-19 15:00:00,0.8884,0.0846,0.027
EPL,2021/2022,16633,TRUE,74,Southampton,SOU,72,Everton,EVE,2,0,2.72851,0.19991,2022-02-19 15:00:00,0.9461,0.0472,0.0067
EPL,2021/2022,16632,TRUE,88,Manchester City,MCI,82,Tottenham,TOT,2,3,2.31773,2.00235,2022-02-19 17:30:00,0.4423,0.2534,0.3043
EPL,2021/2022,16630,TRUE,245,Leeds,LED,89,Manchester United,MUN,2,4,1.74476,2.60999,2022-02-20 14:00:00,0.1986,0.2134,0.588
EPL,2021/2022,16635,TRUE,229,Wolverhampton Wanderers,WOL,75,Leicester,LEI,2,1,0.472777,1.55048,2022-02-20 16:30:00,0.0684,0.2026,0.729
EPL,2021/2022,16499,TRUE,92,Burnley,BUR,82,Tottenham,TOT,1,0,1.55576,0.691655,2022-02-23 19:30:00,0.6341,0.2428,0.1231
EPL,2021/2022,16553,TRUE,90,Watford,WAT,78,Crystal Palace,CRY,1,4,1.71917,0.818403,2022-02-23 19:30:00,0.6465,0.2321,0.1214
EPL,2021/2022,16559,TRUE,87,Liverpool,LIV,245,Leeds,LED,6,0,5.3303,0.141547,2022-02-23 19:45:00,0.9989,9e-4,2e-4
EPL,2021/2022,16566,TRUE,83,Arsenal,ARS,229,Wolverhampton Wanderers,WOL,2,1,2.50961,1.10934,2022-02-24 19:45:00,0.6983,0.1833,0.1184
EPL,2021/2022,16644,TRUE,74,Southampton,SOU,79,Norwich,NOR,2,0,3.08863,0.424877,2022-02-25 20:00:00,0.9377,0.0517,0.0106
EPL,2021/2022,16642,TRUE,245,Leeds,LED,82,Tottenham,TOT,0,4,1.89569,2.47025,2022-02-26 12:30:00,0.2622,0.2219,0.5159
EPL,2021/2022,16637,TRUE,244,Brentford,BRE,86,Newcastle United,NEW,0,2,0.494232,2.25373,2022-02-26 15:00:00,0.0526,0.1455,0.8019
EPL,2021/2022,16640,TRUE,78,Crystal Palace,CRY,92,Burnley,BUR,1,1,1.03765,0.255988,2022-02-26 15:00:00,0.6096,0.3126,0.0778
EPL,2021/2022,16643,TRUE,89,Manchester United,MUN,90,Watford,WAT,0,0,2.41457,0.437185,2022-02-26 15:00:00,0.8563,0.11,0.0337
EPL,2021/2022,16638,TRUE,220,Brighton,BRI,71,Aston Villa,AVL,0,2,0.627107,1.3027,2022-02-26 15:30:00,0.1398,0.2854,0.5748
EPL,2021/2022,16641,TRUE,72,Everton,EVE,88,Manchester City,MCI,0,1,0.770819,1.93422,2022-02-26 17:30:00,0.0832,0.2007,0.7161
EPL,2021/2022,16645,TRUE,81,West Ham,WHU,229,Wolverhampton Wanderers,WOL,1,0,1.62241,0.892018,2022-02-27 14:00:00,0.5753,0.2599,0.1648
